name	field	rank	overall	h_index	cites_per_paper	academic_rep	employer_rep
University of Canterbury	english-language-literature	201-250					
University of Colorado Boulder	english-language-literature	201-250			81.0		
Essex, University of	english-language-literature	201-250					
University of Johannesburg	english-language-literature	201-250			90.8		
University of Lausanne	english-language-literature	201-250					
University of Lisbon	english-language-literature	201-250					
University of Oregon	english-language-literature	201-250			80.6		
University of Tartu	english-language-literature	201-250					
University of Victoria (UVic)	english-language-literature	201-250					
University of Wollongong	english-language-literature	201-250					
Western Sydney University	english-language-literature	201-250			80.3		
Adam Mickiewicz University, Poznań	english-language-literature	251-300					
Aristotle University of Thessaloniki	english-language-literature	251-300					
Binghamton University SUNY	english-language-literature	251-300					
Bogaziçi Üniversitesi	english-language-literature	251-300					
Brandeis University	english-language-literature	251-300					
George Mason University	english-language-literature	251-300					
Georgia Institute of Technology	english-language-literature	251-300					
Georgia State University	english-language-literature	251-300					
The Hebrew University of Jerusalem	english-language-literature	251-300					
Hong Kong Baptist University	english-language-literature	251-300					
Indiana University of Pennsylvania	english-language-literature	251-300					
King Abdulaziz University (KAU)	english-language-literature	251-300					72.0
Kingston University, London	english-language-literature	251-300					
Kyung Hee University	english-language-literature	251-300					
Lingnan University, Hong Kong	english-language-literature	251-300					
Masaryk University	english-language-literature	251-300					
National Chiao Tung University	english-language-literature	251-300					
North Carolina State University	english-language-literature	251-300					
Radboud University	english-language-literature	251-300					
Shanghai International Studies University	english-language-literature	251-300					
Sichuan University	english-language-literature	251-300					
Stony Brook University, State University of New York	english-language-literature	251-300					
Tampere University	english-language-literature	251-300			99.8		
The Open University	english-language-literature	251-300					
The University of Georgia	english-language-literature	251-300					
Tomsk State University	english-language-literature	251-300					
Universidad de Antioquia	english-language-literature	251-300					
Universidad de los Andes	english-language-literature	251-300					78.7
Universidad de Sevilla	english-language-literature	251-300					
Universidad de Zaragoza	english-language-literature	251-300					
University of Genoa	english-language-literature	251-300					
University of Turin	english-language-literature	251-300					
University of Cologne	english-language-literature	251-300					
Universität  Leipzig	english-language-literature	251-300					
Aix-Marseille University	english-language-literature	251-300					
Université de Lille	english-language-literature	251-300					
University of Basel	english-language-literature	251-300					
University of California, Riverside	english-language-literature	251-300					
University of Central Lancashire	english-language-literature	251-300					
University of Florida	english-language-literature	251-300					
University of Houston	english-language-literature	251-300					
University of Hyderabad	english-language-literature	251-300					
University of Missouri, Columbia	english-language-literature	251-300					
University of South Carolina	english-language-literature	251-300					
University of Stirling	english-language-literature	251-300					
University of Surrey	english-language-literature	251-300					
The University of Tennessee, Knoxville	english-language-literature	251-300			80.6		
University of Utah	english-language-literature	251-300					
Harvard University	environmental-sciences	1	96.4	91.4	96.7	98.5	100.0
Stanford University	environmental-sciences	1	96.4	94.8	96.1	98.3	93.2
Massachusetts Institute of Technology (MIT)	environmental-sciences	3	95.6	89.8	94.3	100.0	96.2
University of Oxford	environmental-sciences	4	95.5	93.8	92.7	98.5	95.2
University of Cambridge	environmental-sciences	5	95.4	91.2	93.2	99.1	96.6
Wageningen University & Research	environmental-sciences	5	95.4	99.4	92.5	99.6	75.6
ETH Zurich - Swiss Federal Institute of Technology	environmental-sciences	7	94.7	96.9	95.1	95.7	84.5
Tsinghua University	environmental-sciences	8	93.6	100.0	91.5	92.7	86.4
University of California, Berkeley (UCB)	environmental-sciences	9	93.4	88.2	90.8	99.9	86.5
Imperial College London	environmental-sciences	10	92.7	94.4	93.7	92.4	87.3
National University of Singapore (NUS)	environmental-sciences	11	91.9	87.5	92.5	96.0	85.1
University of British Columbia	environmental-sciences	12	91.1	92.0	89.1	93.8	82.8
Nanyang Technological University, Singapore (NTU)	environmental-sciences	13	90.9	90.9	96.5	89.8	81.3
Delft University of Technology	environmental-sciences	14	90.4	89.8	90.3	93.5	79.6
University of California, Davis	environmental-sciences	15	89.8	91.6	88.0	93.7	74.6
Yale University	environmental-sciences	15	89.8	88.2	94.0	89.0	86.0
The University of Queensland	environmental-sciences	17	89.1	94.6	90.3	87.3	79.5
University of California, Los Angeles (UCLA)	environmental-sciences	18	88.8	85.4	90.2	90.8	85.6
The University of New South Wales (UNSW Sydney)	environmental-sciences	19	88.0	92.8	90.5	84.0	85.4
Cornell University	environmental-sciences	20	87.9	89.8	88.1	88.2	81.2
EPFL	environmental-sciences	21	87.8	89.2	98.0	83.2	77.5
Peking University	environmental-sciences	21	87.8	90.1	89.9	85.7	84.9
Stockholm University	environmental-sciences	23	87.6	95.1	94.0	85.6	60.6
University of Michigan-Ann Arbor	environmental-sciences	23	87.6	89.6	89.8	87.5	77.0
The University of Melbourne	environmental-sciences	25	87.3	87.7	88.3	87.4	83.7
Princeton University	environmental-sciences	26	87.2	83.2	100.0	82.9	82.0
California Institute of Technology (Caltech)	environmental-sciences	27	87.1	86.7	93.5	85.8	77.7
McGill University	environmental-sciences	28	86.9	88.2	90.3	85.6	80.1
The University of Tokyo	environmental-sciences	29	86.7	83.5	79.8	92.7	88.1
University of Leeds	environmental-sciences	29	86.7	90.5	92.4	83.8	74.3
Duke University	environmental-sciences	31	86.6	89.4	93.2	85.0	69.1
University of Toronto	environmental-sciences	31	86.6	87.2	86.8	87.1	82.6
UCL	environmental-sciences	33	86.4	88.7	89.2	85.3	78.5
The Australian National University	environmental-sciences	34	86.3	90.1	91.0	82.5	80.6
Columbia University	environmental-sciences	35	86.2	87.7	90.8	83.2	82.8
University of Washington	environmental-sciences	36	85.7	92.4	90.4	83.2	67.1
The University of Edinburgh	environmental-sciences	37	85.6	82.7	90.1	85.6	81.8
Technical University of Denmark	environmental-sciences	38	85.5	90.9	91.5	82.2	69.8
University of Wisconsin-Madison	environmental-sciences	39	85.4	91.4	90.6	83.1	66.3
Zhejiang University	environmental-sciences	39	85.4	91.2	87.6	81.2	82.4
The Hong Kong University of Science and Technology	environmental-sciences	41	85.3	83.8	92.7	84.2	75.0
University of Copenhagen	environmental-sciences	41	85.3	91.4	89.5	83.9	65.3
The University of Exeter	environmental-sciences	43	85.1	91.8	93.9	78.1	73.9
Georgia Institute of Technology	environmental-sciences	44	85.0	84.4	91.8	83.5	75.8
Lund University	environmental-sciences	44	85.0	84.9	90.2	85.8	69.4
University of East Anglia (UEA)	environmental-sciences	44	85.0	86.7	96.4	82.7	61.8
The University of Hong Kong	environmental-sciences	44	85.0	81.4	88.2	86.6	79.4
University of Texas at Austin	environmental-sciences	48	84.7	90.9	91.4	80.0	71.0
University of Illinois at Urbana-Champaign	environmental-sciences	49	84.3	87.5	88.2	83.1	71.2
Uppsala University	environmental-sciences	49	84.3	85.4	90.4	83.9	68.0
Utrecht University	environmental-sciences	51	84.2	88.5	92.1	80.5	68.3
The University of Sydney	environmental-sciences	52	84.1	82.9	87.3	83.0	83.8
Shanghai Jiao Tong University	environmental-sciences	53	84.0	86.2	90.0	79.2	82.7
University of Reading	environmental-sciences	54	83.3	86.7	95.4	77.4	67.7
Seoul National University	environmental-sciences	55	83.2	81.1	84.7	83.6	83.3
Aarhus University	environmental-sciences	56	83.0	89.6	88.7	79.6	65.5
Arizona State University	environmental-sciences	56	83.0	89.8	90.9	79.2	61.2
Ghent University	environmental-sciences	58	82.9	88.5	88.7	79.5	67.6
Pennsylvania State University	environmental-sciences	59	82.8	86.7	88.3	79.1	74.3
Purdue University	environmental-sciences	59	82.8	83.2	86.6	83.3	69.8
KU Leuven	environmental-sciences	61	82.7	87.0	90.3	77.5	73.5
Humboldt-Universität zu Berlin	environmental-sciences	62	82.6	86.5	92.7	77.0	70.3
National Taiwan University (NTU)	environmental-sciences	62	82.6	84.9	87.1	80.3	74.9
Texas A&M University	environmental-sciences	64	82.3	86.7	85.5	80.5	70.3
The University of Manchester	environmental-sciences	64	82.3	79.5	88.5	80.6	80.3
University of Colorado Boulder	environmental-sciences	66	82.2	89.8	89.2	76.4	69.2
Lancaster University	environmental-sciences	67	82.1	85.2	92.1	81.1	53.4
Swedish University of Agricultural Sciences	environmental-sciences	67	82.1	89.4	88.4	81.0	52.7
Nanjing University	environmental-sciences	69	82.0	92.2	90.2	74.1	67.3
University of California, Santa Barbara (UCSB)	environmental-sciences	69	82.0	88.2	92.8	75.4	65.7
Fudan University	environmental-sciences	71	81.9	83.8	91.6	74.3	83.5
Technical University of Munich	environmental-sciences	71	81.9	81.8	87.7	79.0	79.5
Universidade de São Paulo	environmental-sciences	71	81.9	83.8	79.8	82.1	81.8
University of Bristol	environmental-sciences	74	81.8	87.7	92.7	74.2	70.0
University of Minnesota Twin Cities	environmental-sciences	74	81.8	88.9	88.6	78.1	61.7
Monash University	environmental-sciences	76	81.6	86.7	89.8	74.1	78.6
Universidad Nacional Autónoma de México  (UNAM)	environmental-sciences	76	81.6	77.5	76.7	86.4	84.4
University of Florida	environmental-sciences	76	81.6	92.2	85.8	75.3	69.3
University of Waterloo	environmental-sciences	79	81.5	85.2	87.6	76.3	78.2
James Cook University	environmental-sciences	80	81.4	90.1	90.6	74.7	63.0
University of Helsinki	environmental-sciences	80	81.4	80.8	84.1	83.7	66.8
KAIST - Korea Advanced Institute of Science & Technology	environmental-sciences	82	81.3	71.4	89.0	83.0	80.4
Kyoto University	environmental-sciences	82	81.3	73.6	76.2	88.4	84.9
Tongji University	environmental-sciences	82	81.3	89.8	86.3	77.8	61.6
University of Aberdeen	environmental-sciences	85	81.1	86.5	91.2	75.1	65.9
Michigan State University	environmental-sciences	86	80.9	87.2	86.7	77.0	66.7
Technische Universität Berlin (TU Berlin)	environmental-sciences	87	80.8	82.1	88.9	77.3	70.9
Wuhan University	environmental-sciences	87	80.8	89.8	86.9	72.5	76.0
Carnegie Mellon University	environmental-sciences	89	80.6	75.2	89.7	81.0	69.5
